StudyId,Title,Authors,PublicationName,AlternateName,Abstract,Url,AuthorAddress,Year,Doi,ReferenceType,Keywords,PdfRelativePath,CustomId,DateTimeCreated,SystematicSearchId,SystematicSearchName,Reconciled,InvestigatorIds,InvestigatorNames,ScreeningDecisions,ScreeningStatus
d03ca273-82c7-43d4-b8d7-db62dc3c3cc9,Aminopeptidase A contributes to biochemical anatomical and cognitive defects in Alzheimer's disease (AD) mouse model and is increased at early stage in sporadic AD brain,"Valverde A.Dunys J.Lorivel T.Debayle D.Gay A. S.Lacas-Gervais S.Roques B. P.Chami M.Checler F ",Acta Neuropathol,Acta Neuropathol,One of the main components of senile plaques in Alzheimer's disease (AD)-affected brain is the Aβ peptide species harboring a pyroglutamate at position three pE3-Aβ. Several studies indicated that pE3-Aβ is toxic prone to aggregation and serves as a seed of Aβ aggregation. The cyclisation of the glutamate residue is produced by glutaminyl cyclase the pharmacological and genetic reductions of which significantly alleviate AD-related anatomical lesions and cognitive defects in mice models. The cyclisation of the glutamate in position 3 requires prior removal of the Aβ N-terminal aspartyl residue to allow subsequent biotransformation. The enzyme responsible for this rate-limiting catalytic step and its relevance as a putative trigger of AD pathology remained yet to be established. Here we identify aminopeptidase A as the main exopeptidase involved in the N-terminal truncation of Aβ and document its key contribution to AD-related anatomical and behavioral defects. First we show by mass spectrometry that human recombinant aminopeptidase A (APA) truncates synthetic Aβ1-40 to yield Aβ2-40. We demonstrate that the pharmacological blockade of APA with its selective inhibitor RB150 restores the density of mature spines and significantly reduced filopodia-like processes in hippocampal organotypic slices cultures virally transduced with the Swedish mutated Aβ-precursor protein (βAPP). Pharmacological reduction of APA activity and lowering of its expression by shRNA affect pE3-42Aβ- and Aβ1-42-positive plaques and expressions in 3xTg-AD mice brains. Further we show that both APA inhibitors and shRNA partly alleviate learning and memory deficits observed in 3xTg-AD mice. Importantly we demonstrate that concomitantly to the occurrence of pE3-42Aβ-positive plaques APA activity is augmented at early Braak stages in sporadic AD brains. Overall our data indicate that APA is a key enzyme involved in Aβ N-terminal truncation and suggest the potential benefit of targeting this proteolytic activity to interfere with AD pathology.,NA,"INSERM CNRS IPMC Team Labelled ""Laboratory of Excellence (LABEX) DistAlz"" Institut de Pharmacologie Moléculaire et Cellulaire Université Côte d'Azur 660 route des Lucioles Sophia-Antipolis 06560 Valbonne France.
CCMA-Université Côte d'Azur Nice France.
Faculté de Pharmacie Université Paris-Descartes 75006 Paris France.
INSERM CNRS IPMC Team Labelled ""Laboratory of Excellence (LABEX) DistAlz"" Institut de Pharmacologie Moléculaire et Cellulaire Université Côte d'Azur 660 route des Lucioles Sophia-Antipolis 06560 Valbonne France. checler@ipmc.cnrs.fr.",2021,10.1007/s00401-021-02308-0,,,,pubmed-33881611,01/20/2023 12:32:01,5f2d7848-db20-4459-9bb8-a96cc294e3fa,Pilot citations,00374321-95a7-4a2a-a12c-af4c0f9e599b,Laurel Renton,Excluded,Excluded
d7f12160-7e0f-419a-bf8f-c8cbeaf8938b,Beneficial effects of levetiracetam in streptozotocin-induced rat model of Alzheimer's disease.,MS Alavi;S Fanoudi;M Hosseini;HR Sadeghnia,Metab Brain Dis,NA,"Alzheimer's disease (AD) is the most common neurodegenerative disorder among the elderly. In the light of increasing AD prevalence and lack of effective treatment, new strategies to prevent or reverse this condition are needed. Levetiracetam (LEV) is a newer antiepileptic drug that is commonly used to treat certain types of seizures. Researches indicated that LEV has several other pharmacological activities, including improvement of cognitive function. In this study, the recovery effects of chronic (28 days) administration of LEV (50, 100, and 150 mg/kg, ip) on cognitive deficits caused by the intracerebroventricular (icv) injection of streptozotocin (STZ), as a model for sporadic AD, were evaluated in rats. We also considered the protective effects of LEV against hippocampal cell loss, oxidative damage, acetylcholinesterase (AChE) activity, neuroinflammation, and tauopathy caused by STZ. LEV (100 and 150 mg/kg) significantly attenuated the STZ-induced learning and memory impairments in the passive avoidance and Morris water maze (MWM) tasks. In addition, LEV suppressed STZ-induced hippocampal neuronal loss, while restored alterations in the redox status (lipid peroxides and glutathione), AChE activity, proinflammatory cytokines (IL-1β, IL-6, TNF-α), and hyperphosphorylation of tau linked to STZ administration. In conclusion, our study demonstrated that LEV alleviated hippocampal cell death and memory deficits in STZ-AD rats, through mitigating oxidative damage, suppression of proinflammatory cytokines expression, and inhibition of abnormal tau hyperphosphorylation.",https://www.ncbi.nlm.nih.gov/pubmed/35098412,NA,2022,10.1007/s11011-021-00888-0,,,,pubmed-35098412,01/20/2023 12:32:01,5f2d7848-db20-4459-9bb8-a96cc294e3fa,Pilot citations,03cea30e-171a-4e15-b7c1-daf08ddf68d6,Ella Lambert,Excluded,Excluded
37c955e5-9fb5-4c67-8c27-0f1f63dc6dba,Beta secretase 1-dependent amyloid precursor protein processing promotes excessive vascular sprouting through NOTCH3 signalling,"Durrant C. S.Ruscher K.Sheppard O.Coleman M. P.Özen I ",Cell Death Dis,Cell Death Dis,Amyloid beta peptides (Aβ) proteins play a key role in vascular pathology in Alzheimer's Disease (AD) including impairment of the blood-brain barrier and aberrant angiogenesis. Although previous work has demonstrated a pro-angiogenic role of Aβ the exact mechanisms by which amyloid precursor protein (APP) processing and endothelial angiogenic signalling cascades interact in AD remain a largely unsolved problem. Here we report that increased endothelial sprouting in human-APP transgenic mouse (TgCRND8) tissue is dependent on β-secretase (BACE1) processing of APP. Higher levels of Aβ processing in TgCRND8 tissue coincides with decreased NOTCH3/JAG1 signalling overproduction of endothelial filopodia and increased numbers of vascular pericytes. Using a novel in vitro approach to study sprouting angiogenesis in TgCRND8 organotypic brain slice cultures (OBSCs) we find that BACE1 inhibition normalises excessive endothelial filopodia formation and restores NOTCH3 signalling. These data present the first evidence for the potential of BACE1 inhibition as an effective therapeutic target for aberrant angiogenesis in AD.,NA,"John van Geest Centre for Brain Repair Forvie Site Robinson Way Cambridge CB2 0PY UK.
The Babraham Institute Babraham Research Campus Cambridge CB22 3AT UK.
Centre for Discovery Brain Sciences University of Edinburgh 1 George Square Edinburgh EH8 9JZ UK.
Laboratory for Experimental Brain Research Department of Clinical Sciences Lund University SE Lund Sweden.
Lund Brain Injury Laboratory for Neurosurgical Research Department of Clinical Sciences Lund University Lund Sweden.
John van Geest Centre for Brain Repair Forvie Site Robinson Way Cambridge CB2 0PY UK. mc469@cam.ac.uk.
The Babraham Institute Babraham Research Campus Cambridge CB22 3AT UK. mc469@cam.ac.uk.
John van Geest Centre for Brain Repair Forvie Site Robinson Way Cambridge CB2 0PY UK. ilknur.ozen@med.lu.se.
Lund Brain Injury Laboratory for Neurosurgical Research Department of Clinical Sciences Lund University Lund Sweden. ilknur.ozen@med.lu.se.
Lund Brain Injury Laboratory for Neurosurgical Research Wallenberg Neuroscience Center Lund University BMC A13 221 84 Lund Sweden. ilknur.ozen@med.lu.se.",2020,10.1038/s41419-020-2288-4,,,,pubmed-32029735,01/20/2023 12:32:01,5f2d7848-db20-4459-9bb8-a96cc294e3fa,Pilot citations,00374321-95a7-4a2a-a12c-af4c0f9e599b,Laurel Renton,Excluded,Excluded
605fcb87-cdbd-4141-91ce-f8c913c87311,Altered cortical processing of sensory input in Huntington disease mouse models,"Sepers M.D ;Mackay J.P ;Koch E ;Xiao D ;Mohajerani M.H ;Chan A.W ;Smith-Dijak A.I ;Ramandi D ;Murphy T.H ;Raymond L.A ",Neurobiology of Disease,NA,"Huntington disease (HD), a hereditary neurodegenerative disorder, manifests as progressively impaired movement and cognition. Although early abnormalities of neuronal activity in striatum are well established in HD models, there are fewer in vivo studies of the cortex. Here, we record local field potentials (LFPs) in YAC128 HD model mice versus wild-type mice. In multiple cortical areas, limb sensory stimulation evokes a greater change in LFP power in YAC128 mice. Mesoscopic imaging using voltage-sensitive dyes reveals more extensive spread of evoked sensory signals across the cortical surface in YAC128 mice. YAC128 layer 2/3 sensory cortical neurons ex vivo show increased excitatory events, which could contribute to enhanced sensory responses in vivo. Cortical LFP responses to limb stimulation, visual and auditory input are also significantly increased in zQ175 HD mice. Results presented here extend knowledge of HD beyond ex vivo studies of individual neurons to the intact cortical network.",NA,Canadian Centre for Behavioural Neuroscience|Djavad Mowafaghian Centre for Brain Health|University of Alberta,2022,10.1016/j.nbd.2022.105740,,,,scopus-2-s2.0-85129251699,01/20/2023 12:32:01,5f2d7848-db20-4459-9bb8-a96cc294e3fa,Pilot citations,03cea30e-171a-4e15-b7c1-daf08ddf68d6,Ella Lambert,Excluded,Excluded
61d91b4c-ff62-4383-8935-1073d643643a,Environmental enrichment prevents Aβ oligomer-induced synaptic dysfunction through mirna-132 and hdac3 signaling pathways,"Wei Z.Meng X.El Fatimy R.Sun B.Mai D.Zhang J.Arora R.Zeng A.Xu P.Qu S.Krichevsky A. M.Selkoe D. J.Li S ",Neurobiol Dis,Neurobiol Dis,As the most common cause of progressive cognitive decline in humans Alzheimer's disease (AD) has been intensively studied but the mechanisms underlying its profound synaptic dysfunction remain unclear. Here we confirm that exposing wild-type mice to an enriched environment (EE) facilitates signaling in the hippocampus that promotes long-term potentiation (LTP). Exposing the hippocampus of mice kept in standard housing to soluble Aβ oligomers impairs LTP but EE can fully prevent this. Mechanistically the key molecular features of the EE benefit are an upregulation of miRNA-132 and an inhibition of histone deacetylase (HDAC) signaling. Specifically soluble Aβ oligomers decreased miR-132 expression and increased HDAC3 levels in cultured primary neurons. Further we provide evidence that HDAC3 is a direct target of miR-132. Overexpressing miR-132 or injecting an HDAC3 inhibitor into mice in standard housing mimics the benefits of EE in enhancing hippocampal LTP and preventing hippocampal impairment by Aβ oligomers in vivo. We conclude that EE enhances hippocampal synaptic plasticity by upregulating miRNA-132 and reducing HDAC3 signaling in a way that counteracts the synaptotoxicity of human Aβ oligomers. Our findings provide a rationale for prolonged exposure to cognitive novelty and/or epigenetic modulation to lessen the progressive effects of Aβ accumulation during human brain aging.,NA,"Ann Romney Center for Neurologic Diseases Department of Neurology Brigham and Women's Hospital and Harvard Medical School Boston MA 02115 United States of America; Clinical and Translational Research Center Shanghai First Maternity and Infant Hospital Tongji University School of Medicine Shanghai China.
Central Laboratory and Department of Neurology Shunde Hospital Southern Medical University (The First People's Hospital of Shunde Foshan) Foshan 528300 Guangdong China.
Ann Romney Center for Neurologic Diseases Department of Neurology Brigham and Women's Hospital and Harvard Medical School Boston MA 02115 United States of America.
Ann Romney Center for Neurologic Diseases Department of Neurology Brigham and Women's Hospital and Harvard Medical School Boston MA 02115 United States of America; Department of Physiology and Pharmacology School of Medicine Ningbo University Ningbo HMS Initiative for RNA Medicine Zhejiang China.
Department of Neurology The First Affiliated Hospital of Guangzhou Medical University Guangzhou China.
Ann Romney Center for Neurologic Diseases Department of Neurology Brigham and Women's Hospital and Harvard Medical School Boston MA 02115 United States of America. Electronic address: sli11@bwh.harvard.edu.",2020,10.1016/j.nbd.2019.104617,,,,pubmed-31669733,01/20/2023 12:32:01,5f2d7848-db20-4459-9bb8-a96cc294e3fa,Pilot citations,03cea30e-171a-4e15-b7c1-daf08ddf68d6,Ella Lambert,Included,Included
c5941ac3-cb3f-4d21-bed4-5c3125e95d30,Pretreatment with Carpolobia lutea ethanol extract prevents schizophrenia-like behavior in mice models of psychosis,"Omeiza N.A ;Bakre A.G ;Abdulrahim H.A ;Isibor H ;Ezurike P.U ;Sowunmi A.A ;Ben-Azu B ;Aderibigbe A.O ",Journal of Ethnopharmacology,NA,"Ethnopharmacological relevance: Carpolobia lutea decoction is widely used as a phytotherapeutic against central nervous system-related disorders including insomnia, migraine headache, and mental illness in West and Central Tropical Africa. Aim: This study was designed to investigate the antipsychotic activity of Carpolobia lutea (EECL) in mice models of psychosis. Methods: Male Swiss mice (n = 5/group) were given EECL (100, 200, 400, and 800 mg/kg), haloperidol (1 mg/kg), clozapine (5 mg/kg) and vehicle (10 mL/kg) orally before amphetamine (5 mg/kg)-induced hyperlocomotion and stereotypy, apomorphine (2 mg/kg)-induced stereotypy, or ketamine (10, 30, and 100 mg/kg)-induced hyperlocomotion, enhancement of immobility and cognitive impairment. Results: EECL (200, 400, and 800 mg/kg) prevented amphetamine- and apomorphine-induced stereotypies, as well as reduced hyperlocomotion induced by amphetamine and ketamine, all of which are predictors of positive symptoms. Regardless of the dose administered, EECL prevented the index of negative symptoms induced by ketamine. Furthermore, higher doses of EECL (400 and 800 mg/kg) also prevented ketamine-induced cognitive impairment, a behavioral phenotype of cognitive symptoms. Conclusion: Pretreatment with EECL demonstrated antipsychotic activity in mice, preventing amphetamine-, apomorphine-, and ketamine-induced schizophrenia-like symptoms, with 800 mg/kg being the most effective dose.",NA,"College of Medicine, University of Ibadan|University of Ilorin|Delta State University Nigeria",2022,10.1016/j.jep.2022.115432,,,,scopus-2-s2.0-85132116910,01/20/2023 12:32:01,5f2d7848-db20-4459-9bb8-a96cc294e3fa,Pilot citations,00374321-95a7-4a2a-a12c-af4c0f9e599b,Laurel Renton,Excluded,Excluded
4979a814-08d4-4d6c-a67f-c4437b1e8594,10-Hydroxydecanoic acid inhibits LPS-induced inflammation by targeting p53 in microglial cells,"You M.Miao Z.Sienkiewicz O.Jiang X.Zhao X.Hu F ",Int Immunopharmacol,Int Immunopharmacol,Neuroinflammation characterized by the activation of microglia and astrocytes is important in the pathogenesis of many neurological disorders such as Alzheimer's disease. Nonsteroidal anti-inflammatory drugs (NSAIDs) a group of chemically heterogenous medications are used widely in the treatment of inflammation. However the safety of these drugs is a growing concern due to their side effects on the gastrointestinal tract and liver. Royal jelly (RJ) is a potential functional food produced by the hypopharynx and mandibular salivary glands of nurse bees. In this study we explored the anti-neuroinflammatory effect of 10-hydroxydecanoic acid (10-HDAA) which is the second most abundant but less studied fatty acid in RJ. We showed that 10-HDAA decreased the lipopolysaccharide (LPS)-induced elevation of inducible nitric oxide synthase (iNOS) and nitric oxide (NO) levels in both microglial BV-2 and N9 cell lines. Compared to the LPS group the 10-HDAA/LPS treated BV-2 cells had a higher level of the phagocytic receptor TREM2. RNAseq transcriptomic results showed a different transcriptional profile between the LPS group and the 10-HDAA/LPS group in BV-2 cells and the 10-HDAA pre-treatment significantly decreased levels of pro-inflammatory mediators which were further confirmed by qRT-PCR analysis. Moreover we found that p53 was a target of 10-HDAA. p53 may mediate the anti-inflammation effect of 10-HDAA in two ways: first by directly deactivating the NLRP3 inflammatory pathway second by indirectly promoting autophagy. Taken together our results reveal a novel function of tumor suppressor p53 in the inhibition of neuroinflammation and provide a theoretical basis for broadening the application range of 10-HDAA and RJ.,NA,"College of Animal Sciences Zhejiang University Hangzhou 310058 China; Department of Animal Science McGill University 21 111 Lakeshore Road Sainte-Anne-de-Bellevue H9X3V9 Quebec Canada.
College of Animal Sciences Zhejiang University Hangzhou 310058 China.
Department of Animal Science McGill University 21 111 Lakeshore Road Sainte-Anne-de-Bellevue H9X3V9 Quebec Canada.
Department of Animal Science McGill University 21 111 Lakeshore Road Sainte-Anne-de-Bellevue H9X3V9 Quebec Canada. Electronic address: xin.zhao@mcgill.ca.
College of Animal Sciences Zhejiang University Hangzhou 310058 China. Electronic address: flhu@zju.edu.cn.",2020,10.1016/j.intimp.2020.106501,,,,pubmed-32311670,01/20/2023 12:32:01,5f2d7848-db20-4459-9bb8-a96cc294e3fa,Pilot citations,03cea30e-171a-4e15-b7c1-daf08ddf68d6,Ella Lambert,Excluded,Excluded
8ba07e6b-c15e-4334-8d0a-712a81ed6c15,Neuroprotective effects of exercise in rodent models of memory deficit and Alzheimer's,"Jahangiri Z.Gholamnezhad Z.Hosseini M ",Metab Brain Dis,Metab Brain Dis,Alzheimer's disease (AD) is a fastest growing neurodegenerative condition with no standard treatment. There are growing evidence about the beneficial effects of exercise in brain health promotion and slowing the cognitive decline. The aim of this study was to review the protective mechanisms of treadmill exercise in different models of rodent memory deficits. Online literature database including PubMed-Medline Scopus Google scholar were searched from 2003 till 2017. Original article with English language were chosen according to following key words in the title: (exercise OR physical activity) AND (memory OR learning). Ninety studies were finally included in the qualitative synthesis. The results of these studies showed the protective effects of exercise on AD induced neurodegerative and neuroinflammatory process. Neuroperotective effects of exercise on the hippocampus seem to be increasing in immediate-early gene c-Fos expression in dentate gyrus; enhancing the Wnt3 expression and inhibiting glycogen synthase kinase-3β expression; increasing the 5-bro-mo-2'-deoxyridine-positive and doublecortin-positive cells (dentate gyrus); increasing the level of astrocytes glial fibrillary acidic protein and decrease in S100B protein increasing in blood brain barrier integrity; prevention of oxidative stress injury inducing morphological changes in astrocytes in the stratum radiatum of cornu ammonis 1(CA1) area; increase in cell proliferation and suppress apoptosis in dentate gyrus; increase in brain-derived neurotrophic factor and tropomyosin receptor kinase B expressions; enhancing the glycogen levels and normalizing the monocarboxylate transporter 2 expression.,NA,"Neurogenic Inflammation Research Center Mashhad University of Medical Sciences Mashhad 9177948564 Iran.
Department of Physiology Faculty of Medicine Mashhad University of Medical Sciences Mashhad Iran.
Neurogenic Inflammation Research Center Mashhad University of Medical Sciences Mashhad 9177948564 Iran. gholamnezhadz@mums.ac.ir.
Department of Physiology Faculty of Medicine Mashhad University of Medical Sciences Mashhad Iran. gholamnezhadz@mums.ac.ir.
Division of Neurocognitive Sciences Psychiatry and Behavioral Sciences Research Center Mashhad University of Medical Sciences Mashhad 9177948564 Iran.",2019,10.1007/s11011-018-0343-y,,,,pubmed-30443769,01/20/2023 12:32:01,5f2d7848-db20-4459-9bb8-a96cc294e3fa,Pilot citations,03cea30e-171a-4e15-b7c1-daf08ddf68d6,Ella Lambert,Excluded,Excluded
153879c3-ddd5-40be-9f49-189c73238d9c,Sarcococca saligna ameliorated D-galactose induced neurodegeneration through repression of neurodegenerative and oxidative stress biomarkers.,U Saleem;Z Chauhdary;S Islam;A Zafar;RO Khayat;NA Althobaiti;GM Shah;M Alqarni;MA Shah,Metab Brain Dis,NA,"Sarcococca saligna is a valuable source of bioactive secondary metabolites exhibiting antioxidant, anti-inflammatory and acetylcholinesterase inhibitory activities. The study was intended to explore the therapeutic pursuits of S. saligna in amelioration of cognitive and motor dysfunctions induced by D-galactose and linked mechanistic pathways. Alzheimer's disease model was prepared by administration of D-galactose subcutaneous injection100 mg/kg and it was treated with rivastigmine (100 mg/kg, orally) and plant extract for 42 days. Cognitive and motor functions were evaluated by behavioral tasks and oxidative stress biomarkers. Level of acetylcholinesterase, reduced level of glutathione, protein and nitrite level, and brain neurotransmitters were analyzed in brain homogenate. The level of apoptosis regulator Bcl-2, Caspases 3 and heat shock protein HSP-70 in brain homogenates were analyzed by ELISA and colorimetric method, respectively. AChE, IL-1β, TNF-α, IL-1α and β secretase expressions were analyzed by RT-PCR. S. saligna dose dependently suppressed the neurodegenerative effects of D-galactose induced behavioral and biochemical impairments through modulation of antioxidant enzymes and acetylcholinesterase inhibition. S. saligna markedly (P < 0.05) ameliorated the level of brain neurotransmitters, Bcl-2, HSP-70 and Caspases-3 level. S. saligna at 500-1000 mg/kg considerably recovered the mRNA expression of neurodegenerative and neuro-inflammatory biomarkers, also evident from histopathological analysis. These findings suggest that S. saligna could be applicable in cure of Alzheimer's disease.",https://www.ncbi.nlm.nih.gov/pubmed/35881299,NA,2022,10.1007/s11011-022-01046-w,,,,pubmed-35881299,01/20/2023 12:32:01,5f2d7848-db20-4459-9bb8-a96cc294e3fa,Pilot citations,00374321-95a7-4a2a-a12c-af4c0f9e599b,Laurel Renton,Excluded,Excluded
a8d4fc0a-3bef-4bcf-8273-338f8e5bdfc6,The effects of festidinol treatment on the D-galactose and aluminum chloride-induced Alzheimer-like pathology in mouse brain.,J Wongpun;T Chanmanee;C Tocharus;R Chokchaisiri;S Chantorn;W Pabuprapap;A Suksamrarn;J Tocharus,Phytomedicine,NA,"Festidinol is a flavan-3-ol which has been shown to reduce advanced glycation end products (AGEs) and reactive oxygen species, both of which play a crucial role in the pathology of many neurodegenerative diseases. This study aimed to investigate the effects of festidinol on oxidative stress, amyloidogenesis, phosphorylated tau (pTau) expression, synaptic function, and cognitive impairment, and the potential mechanisms involved, in a mouse model with an Alzheimer-like pathology. D-galactose (150 mg/kg) and aluminum chloride (10 mg/kg) were injected intraperitoneally into 40 mice for 90 days to generate an AD mouse model with cognitive impairment. Festidinol (30 mg/kg) and donepezil (5 mg/kg) were then administered orally for 90 days after which behavior and molecular changes in the brain were measured. The aluminum accumulated and the expression of the cell senescence marker P16 increased after exposure to D-galactose and AlCl 3  (2.5 ± 0.5 mg/kg, 149.1 ± 28.1% of control, respectively). Festidinol markedly decreased the escape latency (8.7 ± 4.3 s) and increased the number of platform crossings (8 ± 1.4 time) in the Morris water maze test. Superoxide dismutase activity was significantly elevated after festidinol administration, however there were significant reductions in the levels of 4‑hydroxy-2-nonenal, receptor for advanced glycation end products, phosphorylated nuclear factor kappa-light-chain-enhancer of activated B cells (pNF-κB), and nuclear factor of activated T cells 1 (NFAT1). Festidinol attenuated amyloid beta production by reducing the mRNA of beta-site APP cleaving enzyme 1 (BACE1). Festidinol also significantly decreased the expression of pTau and phosphorylated glycogen synthase kinase 3 (148.6 ± 37.6% of control, 125.3 ± 22.6% of control, respectively). Festidinol can ameliorate learning and memory impairments by modulating amyloidogenesis, tau hyperphosphorylation, cholinergic activity, neuroinflammation, and oxidative stress, and by regulating the brain-derived neurotrophic factor signaling pathway.",https://www.ncbi.nlm.nih.gov/pubmed/35104759,"University of Phayao|Faculty of Medicine, Chiang Mai University|Ramkhamhaeng University|Chiang Mai University",2022,10.1016/j.phymed.2022.153925,,,,pubmed-35104759,01/20/2023 12:32:01,5f2d7848-db20-4459-9bb8-a96cc294e3fa,Pilot citations,03cea30e-171a-4e15-b7c1-daf08ddf68d6,Ella Lambert,Excluded,Excluded
